State,District,Most AQI Reached,Current AQI,Major Source of Pollution,AQI_Difference,Category,District_Rank
Uttar Pradesh,Amroha (J.P. Nagar) (Area 6),365,320,Construction Dust,45,Very Poor,778
Uttar Pradesh,Auraiya,424,304,Road Dust,120,Very Poor,835
Uttar Pradesh,Auraiya (Area 1),495,479,Vehicle,16,Severe,6
Uttar Pradesh,Auraiya (Area 2),474,357,Vehicle,117,Very Poor,592
Uttar Pradesh,Auraiya (Area 3),159,158,Waste Burning,1,Moderate,2207
Uttar Pradesh,Auraiya (Area 4),380,162,Crop Burning,218,Moderate,2106
Uttar Pradesh,Auraiya (Area 5),428,421,Industrial Emissions,7,Severe,301
Uttar Pradesh,Auraiya (Area 6),372,210,Vehicle,162,Poor,1272
Uttar Pradesh,Azamgarh,463,260,Construction Dust,203,Poor,1040
Uttar Pradesh,Azamgarh (Area 1),309,276,Road Dust,33,Poor,974
Uttar Pradesh,Azamgarh (Area 2),306,213,Waste Burning,93,Poor,1260
Uttar Pradesh,Azamgarh (Area 3),300,179,Waste Burning,121,Moderate,1667
Uttar Pradesh,Azamgarh (Area 4),384,273,Industrial Emissions,111,Poor,988
Uttar Pradesh,Azamgarh (Area 5),494,454,Industrial Emissions,40,Severe,131
Uttar Pradesh,Azamgarh (Area 6),453,378,Construction Dust,75,Very Poor,493
Uttar Pradesh,Baghpat,453,224,Road Dust,229,Poor,1211
Uttar Pradesh,Baghpat (Area 1),427,349,Road Dust,78,Very Poor,631
Uttar Pradesh,Baghpat (Area 2),320,267,Road Dust,53,Poor,1011
Uttar Pradesh,Baghpat (Area 3),494,436,Industrial Emissions,58,Severe,230
Uttar Pradesh,Baghpat (Area 4),473,463,Construction Dust,10,Severe,90
Uttar Pradesh,Baghpat (Area 5),498,341,Vehicle,157,Very Poor,674
Uttar Pradesh,Baghpat (Area 6),334,171,Waste Burning,163,Moderate,1866
Uttar Pradesh,Bahraich,482,330,Domestic Fuel,152,Very Poor,734
Uttar Pradesh,Bahraich (Area 1),424,336,Construction Dust,88,Very Poor,700
Uttar Pradesh,Bahraich (Area 2),315,164,Construction Dust,151,Moderate,2049
Uttar Pradesh,Bahraich (Area 3),459,427,Construction Dust,32,Severe,281
Uttar Pradesh,Bahraich (Area 4),311,187,Industrial Emissions,124,Moderate,1455
Uttar Pradesh,Bahraich (Area 5),419,348,Construction Dust,71,Very Poor,641
Uttar Pradesh,Bahraich (Area 6),243,238,Vehicle,5,Poor,1154
Uttar Pradesh,Ballia,424,384,Construction Dust,40,Very Poor,463
Uttar Pradesh,Ballia (Area 1),324,318,Domestic Fuel,6,Very Poor,786
Uttar Pradesh,Ballia (Area 2),448,213,Domestic Fuel,235,Poor,1260
Uttar Pradesh,Ballia (Area 3),494,375,Industrial Emissions,119,Very Poor,514
Uttar Pradesh,Ballia (Area 4),444,353,Industrial Emissions,91,Very Poor,611
Uttar Pradesh,Ballia (Area 5),429,417,Industrial Emissions,12,Severe,316
Uttar Pradesh,Ballia (Area 6),378,228,Domestic Fuel,150,Poor,1195
Uttar Pradesh,Balrampur,485,230,Crop Burning,255,Poor,1184
Uttar Pradesh,Balrampur (Area 1),479,467,Vehicle,12,Severe,70
Uttar Pradesh,Balrampur (Area 2),435,211,Industrial Emissions,224,Poor,1268
Uttar Pradesh,Balrampur (Area 3),469,260,Industrial Emissions,209,Poor,1040
Uttar Pradesh,Balrampur (Area 4),453,398,Vehicle,55,Very Poor,404
Uttar Pradesh,Balrampur (Area 5),453,344,Domestic Fuel,109,Very Poor,656
Uttar Pradesh,Balrampur (Area 6),487,465,Construction Dust,22,Severe,78
Uttar Pradesh,Banda,280,248,Domestic Fuel,32,Poor,1104
Uttar Pradesh,Banda (Area 1),489,199,Domestic Fuel,290,Moderate,1314
Uttar Pradesh,Banda (Area 2),322,321,Crop Burning,1,Very Poor,770
Uttar Pradesh,Banda (Area 3),384,170,Vehicle,214,Moderate,1898
Uttar Pradesh,Banda (Area 4),475,436,Industrial Emissions,39,Severe,230
Uttar Pradesh,Banda (Area 5),455,354,Vehicle,101,Very Poor,602
Uttar Pradesh,Banda (Area 6),446,443,Industrial Emissions,3,Severe,188
Uttar Pradesh,Barabanki,261,233,Domestic Fuel,28,Poor,1175
Uttar Pradesh,Barabanki (Area 1),473,379,Industrial Emissions,94,Very Poor,485
Uttar Pradesh,Barabanki (Area 2),387,343,Road Dust,44,Very Poor,662
Uttar Pradesh,Barabanki (Area 3),444,230,Domestic Fuel,214,Poor,1184
Uttar Pradesh,Barabanki (Area 4),258,215,Domestic Fuel,43,Poor,1251
Uttar Pradesh,Barabanki (Area 5),231,167,Crop Burning,64,Moderate,1979
Uttar Pradesh,Barabanki (Area 6),317,209,Waste Burning,108,Poor,1277
Uttar Pradesh,Bareilly,470,276,Road Dust,194,Poor,974
Uttar Pradesh,Bareilly (Area 1),483,466,Industrial Emissions,17,Severe,74
Uttar Pradesh,Bareilly (Area 2),263,244,Industrial Emissions,19,Poor,1127
Uttar Pradesh,Bareilly (Area 3),363,347,Domestic Fuel,16,Very Poor,645
Uttar Pradesh,Bareilly (Area 4),468,376,Vehicle,92,Very Poor,507
Uttar Pradesh,Bareilly (Area 5),267,194,Waste Burning,73,Moderate,1334
Uttar Pradesh,Bareilly (Area 6),481,299,Crop Burning,182,Poor,860
Uttar Pradesh,Basti,463,379,Industrial Emissions,84,Very Poor,485
Uttar Pradesh,Basti (Area 1),324,282,Domestic Fuel,42,Poor,938
Uttar Pradesh,Basti (Area 2),409,292,Vehicle,117,Poor,892
Uttar Pradesh,Basti (Area 3),397,199,Crop Burning,198,Moderate,1314
Uttar Pradesh,Basti (Area 4),256,237,Industrial Emissions,19,Poor,1157
Uttar Pradesh,Basti (Area 5),491,415,Industrial Emissions,76,Severe,325
Uttar Pradesh,Basti (Area 6),397,197,Crop Burning,200,Moderate,1323
Uttar Pradesh,Bhadohi,467,407,Construction Dust,60,Severe,354
Uttar Pradesh,Bhadohi (Area 1),422,398,Construction Dust,24,Very Poor,404
Uttar Pradesh,Bhadohi (Area 2),436,350,Crop Burning,86,Very Poor,621
Uttar Pradesh,Bhadohi (Area 3),500,434,Vehicle,66,Severe,242
Uttar Pradesh,Bhadohi (Area 4),484,421,Construction Dust,63,Severe,301
Uttar Pradesh,Bhadohi (Area 5),453,290,Waste Burning,163,Poor,905
Uttar Pradesh,Bhadohi (Area 6),333,285,Domestic Fuel,48,Poor,928
Uttar Pradesh,Bijnor,481,472,Vehicle,9,Severe,43
Uttar Pradesh,Bijnor (Area 1),299,279,Construction Dust,20,Poor,957
Uttar Pradesh,Bijnor (Area 2),406,339,Waste Burning,67,Very Poor,681
Uttar Pradesh,Bijnor (Area 3),336,290,Construction Dust,46,Poor,905
Uttar Pradesh,Bijnor (Area 4),246,178,Vehicle,68,Moderate,1702
Uttar Pradesh,Bijnor (Area 5),466,248,Vehicle,218,Poor,1104
Uttar Pradesh,Bijnor (Area 6),484,441,Industrial Emissions,43,Severe,203
Uttar Pradesh,Budaun,407,339,Domestic Fuel,68,Very Poor,681
Uttar Pradesh,Budaun (Area 1),224,160,Waste Burning,64,Moderate,2154
Uttar Pradesh,Budaun (Area 2),386,360,Construction Dust,26,Very Poor,574
Uttar Pradesh,Budaun (Area 3),407,289,Domestic Fuel,118,Poor,910
Uttar Pradesh,Budaun (Area 4),463,392,Industrial Emissions,71,Very Poor,431
Uttar Pradesh,Budaun (Area 5),396,343,Industrial Emissions,53,Very Poor,662
Uttar Pradesh,Budaun (Area 6),420,214,Crop Burning,206,Poor,1257
Uttar Pradesh,Bulandshahr,455,239,Road Dust,216,Poor,1145
Uttar Pradesh,Bulandshahr (Area 1),217,188,Road Dust,29,Moderate,1423
Uttar Pradesh,Bulandshahr (Area 2),401,293,Construction Dust,108,Poor,888
Uttar Pradesh,Bulandshahr (Area 3),489,443,Construction Dust,46,Severe,188
Uttar Pradesh,Bulandshahr (Area 4),344,191,Road Dust,153,Moderate,1351
Uttar Pradesh,Bulandshahr (Area 5),443,330,Industrial Emissions,113,Very Poor,734
Uttar Pradesh,Bulandshahr (Area 6),449,401,Industrial Emissions,48,Severe,388
Uttar Pradesh,Chandauli,369,325,Industrial Emissions,44,Very Poor,755
Uttar Pradesh,Chandauli (Area 1),332,325,Waste Burning,7,Very Poor,755
Uttar Pradesh,Chandauli (Area 2),498,231,Road Dust,267,Poor,1179
Uttar Pradesh,Chandauli (Area 3),349,349,Road Dust,0,Very Poor,631
Uttar Pradesh,Chandauli (Area 4),485,460,Vehicle,25,Severe,107
Uttar Pradesh,Chandauli (Area 5),296,248,Domestic Fuel,48,Poor,1104
Uttar Pradesh,Chandauli (Area 6),360,317,Waste Burning,43,Very Poor,791
Uttar Pradesh,Chitrakoot,439,331,Vehicle,108,Very Poor,731
Uttar Pradesh,Chitrakoot (Area 1),294,183,Domestic Fuel,111,Moderate,1572
Uttar Pradesh,Chitrakoot (Area 2),367,236,Domestic Fuel,131,Poor,1162
Uttar Pradesh,Chitrakoot (Area 3),411,245,Waste Burning,166,Poor,1121
Uttar Pradesh,Chitrakoot (Area 4),277,211,Crop Burning,66,Poor,1268
Uttar Pradesh,Chitrakoot (Area 5),468,336,Domestic Fuel,132,Very Poor,700
Uttar Pradesh,Chitrakoot (Area 6),382,248,Vehicle,134,Poor,1104
Uttar Pradesh,Deoria,445,249,Industrial Emissions,196,Poor,1096
Uttar Pradesh,Deoria (Area 1),490,193,Construction Dust,297,Moderate,1342
Uttar Pradesh,Deoria (Area 2),292,242,Road Dust,50,Poor,1134
Uttar Pradesh,Deoria (Area 3),438,326,Crop Burning,112,Very Poor,747
Uttar Pradesh,Deoria (Area 4),439,319,Road Dust,120,Very Poor,782
Uttar Pradesh,Deoria (Area 5),459,448,Vehicle,11,Severe,166
Uttar Pradesh,Deoria (Area 6),467,428,Vehicle,39,Severe,273
Uttar Pradesh,Etah,319,246,Crop Burning,73,Poor,1118
Uttar Pradesh,Etah (Area 1),419,329,Crop Burning,90,Very Poor,738
Uttar Pradesh,Etah (Area 2),430,396,Construction Dust,34,Very Poor,415
Uttar Pradesh,Etah (Area 3),454,284,Domestic Fuel,170,Poor,932
Uttar Pradesh,Etah (Area 4),401,225,Crop Burning,176,Poor,1204
Uttar Pradesh,Etah (Area 5),275,219,Construction Dust,56,Poor,1232
Uttar Pradesh,Etah (Area 6),488,480,Vehicle,8,Severe,1
Uttar Pradesh,Etawah,420,372,Vehicle,48,Very Poor,529
Uttar Pradesh,Etawah (Area 1),360,324,Vehicle,36,Very Poor,760
Uttar Pradesh,Etawah (Area 2),457,179,Waste Burning,278,Moderate,1667
Uttar Pradesh,Etawah (Area 3),456,323,Crop Burning,133,Very Poor,765
Uttar Pradesh,Etawah (Area 4),410,282,Domestic Fuel,128,Poor,938
Uttar Pradesh,Etawah (Area 5),211,180,Road Dust,31,Moderate,1635
Uttar Pradesh,Etawah (Area 6),425,400,Industrial Emissions,25,Very Poor,392
Uttar Pradesh,Faizabad,407,294,Road Dust,113,Poor,884
Uttar Pradesh,Faizabad (Area 1),401,274,Crop Burning,127,Poor,984
Uttar Pradesh,Faizabad (Area 2),471,370,Construction Dust,101,Very Poor,538
Uttar Pradesh,Faizabad (Area 3),496,278,Crop Burning,218,Poor,964
Uttar Pradesh,Faizabad (Area 4),485,461,Construction Dust,24,Severe,102
Uttar Pradesh,Faizabad (Area 5),471,470,Construction Dust,1,Severe,53
Uttar Pradesh,Faizabad (Area 6),460,452,Vehicle,8,Severe,150
Uttar Pradesh,Farrukhabad,379,370,Construction Dust,9,Very Poor,538
Uttar Pradesh,Farrukhabad (Area 1),321,188,Construction Dust,133,Moderate,1423
Uttar Pradesh,Farrukhabad (Area 2),488,454,Industrial Emissions,34,Severe,131
Uttar Pradesh,Farrukhabad (Area 3),300,280,Road Dust,20,Poor,954
Uttar Pradesh,Farrukhabad (Area 4),466,458,Construction Dust,8,Severe,115
Uttar Pradesh,Farrukhabad (Area 5),493,421,Construction Dust,72,Severe,301
Uttar Pradesh,Farrukhabad (Area 6),271,160,Industrial Emissions,111,Moderate,2154
Uttar Pradesh,Fatehpur,489,428,Vehicle,61,Severe,273
Uttar Pradesh,Fatehpur (Area 1),321,279,Industrial Emissions,42,Poor,957
Uttar Pradesh,Fatehpur (Area 2),452,438,Vehicle,14,Severe,218
Uttar Pradesh,Fatehpur (Area 3),316,226,Waste Burning,90,Poor,1200
Uttar Pradesh,Fatehpur (Area 4),367,257,Industrial Emissions,110,Poor,1058
Uttar Pradesh,Fatehpur (Area 5),345,180,Construction Dust,165,Moderate,1635
Uttar Pradesh,Fatehpur (Area 6),277,234,Crop Burning,43,Poor,1172
Uttar Pradesh,Firozabad,324,158,Domestic Fuel,166,Moderate,2207
Uttar Pradesh,Firozabad (Area 1),423,409,Industrial Emissions,14,Severe,348
Uttar Pradesh,Firozabad (Area 2),321,160,Road Dust,161,Moderate,2154
Uttar Pradesh,Firozabad (Area 3),459,391,Construction Dust,68,Very Poor,437
Uttar Pradesh,Firozabad (Area 4),419,417,Industrial Emissions,2,Severe,316
Uttar Pradesh,Firozabad (Area 5),477,282,Construction Dust,195,Poor,938
Uttar Pradesh,Firozabad (Area 6),323,251,Domestic Fuel,72,Poor,1087
Uttar Pradesh,Gautam Buddha Nagar,430,308,Construction Dust,122,Very Poor,824
Uttar Pradesh,Gautam Buddha Nagar (Area 1),491,416,Vehicle,75,Severe,322
Uttar Pradesh,Gautam Buddha Nagar (Area 2),451,332,Construction Dust,119,Very Poor,725
Uttar Pradesh,Gautam Buddha Nagar (Area 3),394,352,Industrial Emissions,42,Very Poor,614
Uttar Pradesh,Gautam Buddha Nagar (Area 4),483,472,Vehicle,11,Severe,43
Uttar Pradesh,Gautam Buddha Nagar (Area 5),473,434,Construction Dust,39,Severe,242
Uttar Pradesh,Gautam Buddha Nagar (Area 6),499,450,Construction Dust,49,Severe,159
Uttar Pradesh,Ghaziabad,370,206,Vehicle,164,Poor,1294
Uttar Pradesh,Ghaziabad (Area 1),413,312,Waste Burning,101,Very Poor,812
Uttar Pradesh,Ghaziabad (Area 2),485,440,Construction Dust,45,Severe,208
Uttar Pradesh,Ghaziabad (Area 3),467,400,Industrial Emissions,67,Very Poor,392
Uttar Pradesh,Ghaziabad (Area 4),420,397,Construction Dust,23,Very Poor,412
Uttar Pradesh,Ghaziabad (Area 5),477,171,Vehicle,306,Moderate,1866
Uttar Pradesh,Ghaziabad (Area 6),494,341,Vehicle,153,Very Poor,674
Uttar Pradesh,Ghazipur,481,373,Industrial Emissions,108,Very Poor,526
Uttar Pradesh,Ghazipur (Area 1),415,293,Vehicle,122,Poor,888
Uttar Pradesh,Ghazipur (Area 2),454,453,Industrial Emissions,1,Severe,141
Uttar Pradesh,Ghazipur (Area 3),354,292,Domestic Fuel,62,Poor,892
Uttar Pradesh,Ghazipur (Area 4),470,464,Construction Dust,6,Severe,86
Uttar Pradesh,Ghazipur (Area 5),412,392,Industrial Emissions,20,Very Poor,431
Uttar Pradesh,Ghazipur (Area 6),453,299,Construction Dust,154,Poor,860
Uttar Pradesh,Gonda,399,348,Domestic Fuel,51,Very Poor,641
Uttar Pradesh,Gonda (Area 1),388,378,Industrial Emissions,10,Very Poor,493
Uttar Pradesh,Gonda (Area 2),436,430,Construction Dust,6,Severe,263
Uttar Pradesh,Gonda (Area 3),488,472,Construction Dust,16,Severe,43
Uttar Pradesh,Gonda (Area 4),445,391,Vehicle,54,Very Poor,437
Uttar Pradesh,Gonda (Area 5),492,190,Crop Burning,302,Moderate,1355
Uttar Pradesh,Gonda (Area 6),377,272,Waste Burning,105,Poor,991
Uttar Pradesh,Gorakhpur,422,296,Crop Burning,126,Poor,874
Uttar Pradesh,Gorakhpur (Area 1),458,443,Vehicle,15,Severe,188
Uttar Pradesh,Gorakhpur (Area 2),308,260,Industrial Emissions,48,Poor,1040
Uttar Pradesh,Gorakhpur (Area 3),485,478,Construction Dust,7,Severe,11
Uttar Pradesh,Gorakhpur (Area 4),444,283,Waste Burning,161,Poor,933
Uttar Pradesh,Gorakhpur (Area 5),349,326,Construction Dust,23,Very Poor,747
Uttar Pradesh,Gorakhpur (Area 6),432,356,Vehicle,76,Very Poor,597
Uttar Pradesh,Hamirpur,385,186,Industrial Emissions,199,Moderate,1478
Uttar Pradesh,Hamirpur (Area 1),428,427,Vehicle,1,Severe,281
Uttar Pradesh,Hamirpur (Area 2),304,281,Industrial Emissions,23,Poor,946
Uttar Pradesh,Hamirpur (Area 3),486,466,Vehicle,20,Severe,74
Uttar Pradesh,Hamirpur (Area 4),433,433,Vehicle,0,Severe,250
Uttar Pradesh,Hamirpur (Area 5),297,266,Waste Burning,31,Poor,1018
Uttar Pradesh,Hamirpur (Area 6),469,356,Construction Dust,113,Very Poor,597
Uttar Pradesh,Hapur (Panchsheel Nagar),257,186,Waste Burning,71,Moderate,1478
Uttar Pradesh,Hapur (Panchsheel Nagar) (Area 1),343,235,Crop Burning,108,Poor,1166
Uttar Pradesh,Hapur (Panchsheel Nagar) (Area 2),354,188,Vehicle,166,Moderate,1423
Uttar Pradesh,Hapur (Panchsheel Nagar) (Area 3),250,249,Road Dust,1,Poor,1096
Uttar Pradesh,Hapur (Panchsheel Nagar) (Area 4),368,343,Vehicle,25,Very Poor,662
Uttar Pradesh,Hapur (Panchsheel Nagar) (Area 5),490,388,Industrial Emissions,102,Very Poor,448
Uttar Pradesh,Hapur (Panchsheel Nagar) (Area 6),307,278,Road Dust,29,Poor,964
Uttar Pradesh,Hardoi,460,407,Industrial Emissions,53,Severe,354
Uttar Pradesh,Hardoi (Area 1),304,201,Road Dust,103,Poor,1305
Uttar Pradesh,Hardoi (Area 2),199,174,Road Dust,25,Moderate,1803
Uttar Pradesh,Hardoi (Area 3),307,239,Industrial Emissions,68,Poor,1145
Uttar Pradesh,Hardoi (Area 4),489,465,Construction Dust,24,Severe,78
Uttar Pradesh,Hardoi (Area 5),441,437,Vehicle,4,Severe,225
Uttar Pradesh,Hardoi (Area 6),477,297,Domestic Fuel,180,Poor,868
Uttar Pradesh,Hathras,485,297,Domestic Fuel,188,Poor,868
Uttar Pradesh,Hathras (Area 1),475,437,Industrial Emissions,38,Severe,225
Uttar Pradesh,Hathras (Area 2),393,358,Industrial Emissions,35,Very Poor,586
Uttar Pradesh,Hathras (Area 3),291,281,Road Dust,10,Poor,946
Uttar Pradesh,Hathras (Area 4),421,337,Vehicle,84,Very Poor,694
Uttar Pradesh,Hathras (Area 5),485,473,Industrial Emissions,12,Severe,33
Uttar Pradesh,Hathras (Area 6),214,154,Construction Dust,60,Moderate,2307
Uttar Pradesh,Jalaun,469,235,Vehicle,234,Poor,1166
Uttar Pradesh,Jalaun (Area 1),380,168,Industrial Emissions,212,Moderate,1954
Uttar Pradesh,Jalaun (Area 2),381,279,Crop Burning,102,Poor,957
Uttar Pradesh,Jalaun (Area 3),474,287,Vehicle,187,Poor,920
Uttar Pradesh,Jalaun (Area 4),385,350,Crop Burning,35,Very Poor,621
Uttar Pradesh,Jalaun (Area 5),466,453,Vehicle,13,Severe,141
Uttar Pradesh,Jalaun (Area 6),437,434,Vehicle,3,Severe,242
Uttar Pradesh,Jaunpur,419,335,Crop Burning,84,Very Poor,712
Uttar Pradesh,Jaunpur (Area 1),475,376,Construction Dust,99,Very Poor,507
Uttar Pradesh,Jaunpur (Area 2),465,374,Industrial Emissions,91,Very Poor,521
Uttar Pradesh,Jaunpur (Area 3),422,374,Vehicle,48,Very Poor,521
Uttar Pradesh,Jaunpur (Area 4),350,193,Construction Dust,157,Moderate,1342
Uttar Pradesh,Jaunpur (Area 5),480,458,Industrial Emissions,22,Severe,115
Uttar Pradesh,Jaunpur (Area 6),392,231,Construction Dust,161,Poor,1179
Uttar Pradesh,Jhansi,281,230,Domestic Fuel,51,Poor,1184
Uttar Pradesh,Jhansi (Area 1),293,286,Crop Burning,7,Poor,925
Uttar Pradesh,Jhansi (Area 2),485,403,Industrial Emissions,82,Severe,378
Uttar Pradesh,Jhansi (Area 3),500,479,Industrial Emissions,21,Severe,6
Uttar Pradesh,Jhansi (Area 4),303,259,Construction Dust,44,Poor,1046
Uttar Pradesh,Jhansi (Area 5),409,270,Road Dust,139,Poor,999
Uttar Pradesh,Jhansi (Area 6),326,316,Waste Burning,10,Very Poor,799
Uttar Pradesh,Kannauj,255,218,Industrial Emissions,37,Poor,1238
Uttar Pradesh,Kannauj (Area 1),369,356,Vehicle,13,Very Poor,597
Uttar Pradesh,Kannauj (Area 2),442,327,Industrial Emissions,115,Very Poor,744
Uttar Pradesh,Kannauj (Area 3),318,300,Road Dust,18,Poor,851
Uttar Pradesh,Kannauj (Area 4),327,297,Industrial Emissions,30,Poor,868
Uttar Pradesh,Kannauj (Area 5),481,349,Domestic Fuel,132,Very Poor,631
Uttar Pradesh,Kannauj (Area 6),464,407,Vehicle,57,Severe,354
Uttar Pradesh,Kanpur Dehat,449,253,Construction Dust,196,Poor,1080
Uttar Pradesh,Kanpur Dehat (Area 1),367,201,Industrial Emissions,166,Poor,1305
Uttar Pradesh,Kanpur Dehat (Area 2),445,150,Construction Dust,295,Moderate,2400
Uttar Pradesh,Kanpur Dehat (Area 3),348,230,Industrial Emissions,118,Poor,1184
Uttar Pradesh,Kanpur Dehat (Area 4),311,153,Waste Burning,158,Moderate,2329
Uttar Pradesh,Kanpur Dehat (Area 5),465,179,Vehicle,286,Moderate,1667
Uttar Pradesh,Kanpur Dehat (Area 6),473,340,Construction Dust,133,Very Poor,678
Uttar Pradesh,Kanpur Nagar,366,156,Construction Dust,210,Moderate,2251
Uttar Pradesh,Kanpur Nagar (Area 1),376,263,Waste Burning,113,Poor,1031
Uttar Pradesh,Kanpur Nagar (Area 2),436,249,Crop Burning,187,Poor,1096
Uttar Pradesh,Kanpur Nagar (Area 3),257,211,Crop Burning,46,Poor,1268
Uttar Pradesh,Kanpur Nagar (Area 4),373,169,Construction Dust,204,Moderate,1925
Uttar Pradesh,Kanpur Nagar (Area 5),323,283,Construction Dust,40,Poor,933
Uttar Pradesh,Kanpur Nagar (Area 6),422,376,Construction Dust,46,Very Poor,507
Uttar Pradesh,Kanshiram Nagar (Kasganj),476,472,Vehicle,4,Severe,43
Uttar Pradesh,Kanshiram Nagar (Kasganj) (Area 1),355,296,Waste Burning,59,Poor,874
Uttar Pradesh,Kanshiram Nagar (Kasganj) (Area 2),391,364,Industrial Emissions,27,Very Poor,561
Uttar Pradesh,Kanshiram Nagar (Kasganj) (Area 3),364,354,Vehicle,10,Very Poor,602
Uttar Pradesh,Kanshiram Nagar (Kasganj) (Area 4),359,277,Waste Burning,82,Poor,968
Uttar Pradesh,Kanshiram Nagar (Kasganj) (Area 5),404,295,Vehicle,109,Poor,881
Uttar Pradesh,Kanshiram Nagar (Kasganj) (Area 6),445,270,Construction Dust,175,Poor,999
Uttar Pradesh,Kaushambi,300,152,Waste Burning,148,Moderate,2349
Uttar Pradesh,Kaushambi (Area 1),366,190,Waste Burning,176,Moderate,1355
Uttar Pradesh,Kaushambi (Area 2),460,379,Vehicle,81,Very Poor,485
Uttar Pradesh,Kaushambi (Area 3),428,226,Construction Dust,202,Poor,1200
Uttar Pradesh,Kaushambi (Area 4),178,170,Crop Burning,8,Moderate,1898
Uttar Pradesh,Kaushambi (Area 5),489,465,Industrial Emissions,24,Severe,78
Uttar Pradesh,Kaushambi (Area 6),367,277,Crop Burning,90,Poor,968
Uttar Pradesh,Kushinagar (Padrauna),497,362,Industrial Emissions,135,Very Poor,567
Uttar Pradesh,Kushinagar (Padrauna) (Area 1),417,336,Waste Burning,81,Very Poor,700
Uttar Pradesh,Kushinagar (Padrauna) (Area 2),390,317,Waste Burning,73,Very Poor,791
Uttar Pradesh,Kushinagar (Padrauna) (Area 3),480,464,Vehicle,16,Severe,86
Uttar Pradesh,Kushinagar (Padrauna) (Area 4),210,157,Vehicle,53,Moderate,2239
Uttar Pradesh,Kushinagar (Padrauna) (Area 5),473,453,Construction Dust,20,Severe,141
Uttar Pradesh,Kushinagar (Padrauna) (Area 6),322,264,Waste Burning,58,Poor,1028
